"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange","CommonGeneName"
"ENSG00000000005",60.3368988748712,-0.951472315075926,0.283184996601085,-3.35989662763187,0.000779716410407891,0.00647989867934237,0.517104471385224,"TNMD"
"ENSG00000000419",2368.85471285548,0.201044418322522,0.0650030538121061,3.09284574388841,0.00198247153590878,0.0129982318871808,1.14953023972694,"DPM1"
"ENSG00000001167",3549.53453581941,0.256575225713978,0.0743096609092747,3.45278423524544,0.000554832601683886,0.00504758017296994,1.19463941407498,"NFYA"
"ENSG00000001461",2909.3340638146,-0.240814560401315,0.0921702238821928,-2.61271536791656,0.00898260768525154,0.0402047584098011,0.846267366223121,"NIPAL3"
"ENSG00000002016",520.896647313498,-0.189764241491461,0.0727788163798234,-2.60741038300356,0.0091229947791123,0.0406456102749298,0.876748983848169,"RAD52"
"ENSG00000002079",23.2496037122679,-0.429054991902043,0.169495600066164,-2.53136359725301,0.0113620000091667,0.0476988224706061,0.742748148101765,"MYH16"
"ENSG00000002587",309.78428780339,-0.354859217130451,0.103466768934496,-3.42969265189977,0.00060426529307914,0.0053854109544834,0.781945944231536,"HS3ST1"
"ENSG00000002834",25282.1233491712,0.477477384440288,0.098008432693978,4.87179900051219,1.10586644383167e-06,4.35669287067317e-05,1.39230702677876,"LASP1"
"ENSG00000002933",2623.79598181009,-0.498916792374974,0.158879978578272,-3.14021185576371,0.00168825696647633,0.0115170309072227,0.707637892094306,"TMEM176A"
"ENSG00000003096",498.211433340084,0.635765721651972,0.18697981026825,3.40018379920202,0.000673405711058897,0.00581692832074434,1.55376220260524,"KLHL13"
"ENSG00000003137",352.977830104517,-0.761528867235071,0.15267185149002,-4.98801095161182,6.1004111398186e-07,2.79183618974233e-05,0.589870895485054,"CYP26B1"
"ENSG00000003249",2742.18283807184,0.545370277814308,0.123409399227102,4.41919563039682,9.90689391660848e-06,0.000244674491730034,1.45939486011725,"DBNDD1"
"ENSG00000003756",5029.49050976842,-0.18393627575011,0.0570358279038482,-3.22492514810502,0.00126005609153207,0.00930374100527778,0.880297895712612,"RBM5"
"ENSG00000004487",6458.28292938558,0.177520162183538,0.0514995392396023,3.44702428030712,0.000566797640365942,0.00512691850916156,1.13093825222539,"KDM1A"
"ENSG00000004660",763.703283959521,-0.267162191288559,0.0986631904383082,-2.70782031375327,0.00677266798816466,0.0325428197422447,0.830952438646325,"CAMKK1"
"ENSG00000004809",16.5604992013413,0.764050365155497,0.215579367519577,3.54417203253976,0.0003938481686978,0.00388575244775459,1.69825177861901,"SLC22A16"
"ENSG00000004838",903.312078949054,-0.574650529470848,0.150131238818981,-3.82765461732935,0.000129370116882254,0.00169889673098374,0.671448879783939,"ZMYND10"
"ENSG00000004848",71.3897963385453,-2.19126925216318,0.333024484840038,-6.57990433711117,4.70751048363287e-11,1.19105245803116e-08,0.218958710387445,"ARX"
"ENSG00000005194",2484.13192356937,0.243006596760126,0.0634718547220836,3.82857248813902,0.000128888670740499,0.00169452882299763,1.18345643312513,"CIAPIN1"
"ENSG00000005379",1350.50505837913,-0.405544604046787,0.140070270716779,-2.89529392619504,0.00378803656217659,0.0212247491528846,0.754951251863151,"TSPOAP1"
"ENSG00000005801",1374.42233447303,0.221966882266791,0.0601152621596666,3.69235489112973,0.000222187118949877,0.00254498133078856,1.1663225960055,"ZNF195"
"ENSG00000006007",6484.46692768591,-0.242100214831458,0.0608190711454816,-3.98066281302364,6.87233752003663e-05,0.00104956403533705,0.845513552898783,"GDE1"
"ENSG00000006062",1110.07061764925,-0.25941539027488,0.0882766543229025,-2.93866359418175,0.00329630644001059,0.0191090106785848,0.835426382813215,"MAP3K14"
"ENSG00000006194",2727.22832174397,-0.143955083381446,0.0534258918473789,-2.69448161563088,0.00704982156409878,0.0335326943025489,0.90503463963664,"ZNF263"
"ENSG00000006210",4129.92535489319,0.551438354890018,0.147428335316616,3.74038242855928,0.000183740478549389,0.00219860979350927,1.46554610502669,"CX3CL1"
"ENSG00000006282",4109.40357691547,0.309432765297077,0.106010223118603,2.91889551964142,0.00351273936785891,0.0200623496728155,1.2392203710268,"SPATA20"
"ENSG00000006432",1081.50914846412,-0.372031949447193,0.0987255007331503,-3.76834704999649,0.000164332127032547,0.0020345537116075,0.772693437645214,"MAP3K9"
"ENSG00000006453",2611.72816831138,-0.223680565299324,0.0888977210571101,-2.5161563495607,0.0118642538233805,0.0492593818772561,0.85637787868867,"BAIAP2L1"
"ENSG00000006468",815.850935296664,0.334007455768666,0.129828328768195,2.57268547579494,0.0100912868527649,0.0437692748427256,1.26050990581206,"ETV1"
"ENSG00000006534",1005.20835423897,-0.329066069388134,0.115298900355067,-2.85402608676027,0.00431689863646477,0.0233769557314957,0.796051642114168,"ALDH3B1"
"ENSG00000006606",19.4236946893301,0.629223561139979,0.157549718603763,3.99380948894281,6.50201130486651e-05,0.00100817924851812,1.54673233918111,"CCL26"
"ENSG00000006634",953.274628492669,0.233439573961545,0.06884445596618,3.39082603944496,0.000696823160223283,0.00596069127777775,1.17563447727965,"DBF4"
"ENSG00000006757",1845.36775181897,-0.355891603746148,0.0874631932775715,-4.06904425061063,4.72063820171991e-05,0.000788654823854468,0.781386587102477,"PNPLA4"
"ENSG00000006837",62.8855927458549,-0.277686226463571,0.0870410958988199,-3.19028872047251,0.00142130722670836,0.0101709386169759,0.824912940441347,"CDKL3"
"ENSG00000007001",13.2145823228088,-0.55950116746459,0.18562548497647,-3.01413982856671,0.00257709000499064,0.0158774124739291,0.678536736992289,"UPP2"
"ENSG00000007038",252.742514787115,-1.09189548185718,0.299302965394367,-3.64812784403416,0.000264158193159609,0.00290727221674116,0.469144584881746,"PRSS21"
"ENSG00000007047",2700.23987510978,0.177676865597634,0.06832019327151,2.6006493408403,0.00930475097763206,0.0412375407768898,1.13106109974713,"MARK4"
"ENSG00000007216",339.935776512724,-0.83976420942417,0.300786560441387,-2.79189405335087,0.00524005103585478,0.0270201997593861,0.558734879846721,"SLC13A2"
"ENSG00000007312",390.794998310902,-0.601456767007096,0.198641710897825,-3.02784729495441,0.00246302515204632,0.0153869809978729,0.659088102458509,"CD79B"
"ENSG00000007350",8.23023601617525,-0.776543738073463,0.267049786831506,-2.90786129166027,0.00363909711173427,0.0206311896190998,0.583763640862738,"TKTL1"
"ENSG00000007516",1229.52262894567,-0.999203930387532,0.177249687426146,-5.63726765839217,1.7276947145228e-08,1.63242059520326e-06,0.500275972836699,"BAIAP3"
"ENSG00000007541",4864.38478146038,-0.28423917585078,0.0902971529855548,-3.14781990852193,0.00164493002352482,0.0113004767078207,0.821174551810106,"PIGQ"
"ENSG00000007968",671.757821339207,0.457148004318801,0.113920268869166,4.01287680284377,5.99832225523512e-05,0.000951527863807125,1.37282526049457,"E2F2"
"ENSG00000008056",193.119586741671,-0.707076307373105,0.215722576870326,-3.27771120497109,0.00104652406173642,0.00807810149484744,0.612560265410584,"SYN1"
"ENSG00000008083",2769.2647987944,0.331725181653762,0.0743671807954082,4.460639466304,8.17154603448003e-06,0.0002116885947112,1.25851741623874,"JARID2"
"ENSG00000008196",4264.68531004224,-1.03801620408152,0.300414424064748,-3.45528084183401,0.000549719895644494,0.0050171029032949,0.486996664385232,"TFAP2B"
"ENSG00000008226",77.3967644923113,-0.54468967365366,0.158045150423728,-3.44641814186211,0.00056807063700263,0.00513518716760099,0.685538847293432,"DLEC1"
"ENSG00000008283",12737.3689877966,0.399780420757292,0.0951242315292987,4.20271905833118,2.6372782483541e-05,0.000507480082358357,1.31930709598415,"CYB561"
"ENSG00000008300",976.310117989643,-0.48339152808692,0.173834355068422,-2.78075946435706,0.00542319029650437,0.0276598575837784,0.715294112438418,"CELSR3"
"ENSG00000008382",1143.41861743874,-0.248834676992617,0.0929693087178108,-2.67652497823668,0.00743900205382616,0.0350131285175022,0.841575915617368,"MPND"
"ENSG00000008441",9086.67091331692,-0.596567639354901,0.124737448601278,-4.78258651306734,1.73053867216096e-06,6.20568442579171e-05,0.661325465215266,"NFIX"
"ENSG00000008710",3861.58235090465,-0.284069891144654,0.0790085816238091,-3.59543084189541,0.000323855156431417,0.00336726176018334,0.82127091344223,"PKD1"
"ENSG00000008838",7184.46953096833,0.402589277551607,0.11255757463884,3.57674087100209,0.000347904740848762,0.00354934536463582,1.32187822459381,"MED24"
"ENSG00000009694",86.7190423983884,-0.813031416223486,0.225480708290862,-3.60576930233297,0.000311229540849384,0.00327647150933025,0.569184619800221,"TENM1"
"ENSG00000009765",203.574950843041,-1.74131799248402,0.296459150919551,-5.87371982643423,4.26123321359439e-09,5.42081237467922e-07,0.299096308051317,"IYD"
"ENSG00000009954",9066.2230524964,0.172259241876942,0.0548358240682083,3.14136323843105,0.00168163326236052,0.0114957883570133,1.12682169202411,"BAZ1B"
"ENSG00000010017",4502.47624055131,0.202234443180772,0.0663908342268553,3.04611992808741,0.00231815351636085,0.0146956218599813,1.1504788351475,"RANBP9"
"ENSG00000010318",314.777981703526,-0.347386937828829,0.0868902389748053,-3.99799726560261,6.38806889866116e-05,0.000997686672780612,0.78600645311284,"PHF7"
"ENSG00000010322",5447.37244285951,-0.186561446428649,0.060127549501193,-3.10276151242365,0.00191724073556093,0.0127059047699237,0.878697536029481,"NISCH"
"ENSG00000010327",3318.0503237692,-0.400010838470308,0.111204864473403,-3.59706241596993,0.000321831278213511,0.00335637256053455,0.757852589748662,"STAB1"
"ENSG00000010932",481.214560504024,0.746133654209927,0.169783672532676,4.3946137050742,1.10969908042254e-05,0.000264873771072344,1.67729174941166,"FMO1"
"ENSG00000011083",10.6421565679962,-0.616986002791986,0.20037089513878,-3.07921967591476,0.00207543584469325,0.0134928037349638,0.652031693691765,"SLC6A7"
"ENSG00000011201",1734.13485529041,-0.379205624023508,0.146819470851183,-2.58280200728875,0.00980015465085503,0.0428800820947677,0.768860823851202,"ANOS1"
"ENSG00000011295",3479.16648740114,-0.245164789967763,0.0694381647008691,-3.53069225006021,0.000414473685398645,0.00403677514551435,0.843719417870812,"TTC19"
"ENSG00000011347",6592.62081631865,-0.400343049388376,0.140046519838398,-2.85864332687693,0.00425456859875511,0.0231384718323985,0.757678098319514,"SYT7"
"ENSG00000011426",2868.37600324525,0.418056884901394,0.113665938398604,3.67794337328525,0.000235122140279449,0.00265837450660543,1.33612676030724,"ANLN"
"ENSG00000011590",54.1052762724527,-0.50466259147098,0.153841768379506,-3.28040035412261,0.00103659874930666,0.00801235238304888,0.704825198423381,"ZBTB32"
"ENSG00000012223",58825.644550513,-0.832115853600337,0.318889530001853,-2.60941729129678,0.00906965678551361,0.0404642466072921,0.561704842785641,"LTF"
"ENSG00000012232",2617.85168917203,-0.253406969846853,0.0746127157505343,-3.39629736430064,0.000683041106070562,0.00587590820790811,0.83891295476823,"EXTL3"
"ENSG00000012779",1385.75868821019,-0.331065890801625,0.121575564038662,-2.72312856139696,0.00646668876712147,0.0314181348921485,0.794948943193144,"ALOX5"
"ENSG00000012822",4389.6691345347,-0.244308477589601,0.0617702115629975,-3.95511803194066,7.64968757947755e-05,0.00113405622312684,0.84422035661361,"CALCOCO1"
"ENSG00000013392",573.54841007569,-0.27589654734191,0.0772610645263618,-3.57096487128744,0.000355668599588545,0.00360593485362011,0.825936889027216,"RWDD2A"
"ENSG00000013810",2938.60096063892,0.275537130219335,0.0982493528826762,2.80446763398397,0.00503997474740156,0.0262620743645494,1.21044466635022,"TACC3"
"ENSG00000015133",4154.13156836688,0.248856732885592,0.0932840515864451,2.66773074982683,0.00763654296255959,0.0357360706536055,1.1882650982987,"CCDC88C"
"ENSG00000015413",97.087095093509,-0.697284324882284,0.176272894716678,-3.95570927681776,7.630791381563e-05,0.00113272979497765,0.616732028001487,"DPEP1"
"ENSG00000015479",430.041989392018,-0.357740003301888,0.121752919574537,-2.93824578952196,0.00330075226173634,0.0191201805525307,0.780386105547278,"MATR3"
"ENSG00000015520",115.436773167706,0.611923851876205,0.222634379790787,2.74855955513807,0.00598577596754216,0.0297059177949639,1.52829585234266,"NPC1L1"
"ENSG00000015592",11.4174467391781,1.55672343694821,0.26823352655358,5.80361246019427,6.49011871284391e-09,7.53247097271148e-07,2.9418494883441,"STMN4"
"ENSG00000016864",3455.22499953536,-0.136721760595213,0.0455617703770458,-3.00080000104855,0.0026927135996301,0.0163627934269747,0.90958365797126,"GLT8D1"
"ENSG00000018280",461.769241350506,-0.375330764857014,0.133486833567729,-2.81174371153674,0.00492737468167658,0.025793390546312,0.770928642611495,"SLC11A1"
